row,LAKE_ID,WATER,X_Coordinate,Y_Coordinate,link,availability
569,1202COL0649,Colgate Lake,-74.12062,42.23726,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Colgate%20Lake(1202COL0649).html?csf=1&e=Xxz1fg,available
570,1202ENG0589,Engleville Pond,-74.6523,42.757,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Engleville%20Pond(1202ENG0589).html?csf=1&e=Xxz1fg,available
571,1202FAW0605B,Fawn Lake,-74.16771,42.56197,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Fawn%20Lake(1202FAW0605B).html?csf=1&e=Xxz1fg,available
572,1202HEL0647A,Lake Heloise,-74.2143,42.34336,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Heloise(1202HEL0647A).html?csf=1&e=Xxz1fg,available
574,1202MAL0615A,Mallet Pond,-74.52132,42.5861,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Mallet%20Pond(1202MAL0615A).html?csf=1&e=Xxz1fg,available
575,1202MAY0643,Mayham Pond,-74.56039,42.41343,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Mayham%20Pond(1202MAY0643).html?csf=1&e=Xxz1fg,available
576,1202OND0608,Onderdonk Lake,-74.0849,42.5442,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Onderdonk%20Lake(1202OND0608).html?csf=1&e=Xxz1fg,available
577,1202RIP0656A,Lake Rip Van Winkle,-74.13003,42.19244,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Rip%20Van%20Winkle(1202RIP0656A).html?csf=1&e=Xxz1fg,available
578,1202ROS0616,Rossman Pond,-74.53008,42.59662,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Rossman%20Pond(1202ROS0616).html?csf=1&e=Xxz1fg,available
579,1202SIL0647B,Silver Lake,-74.17004,42.32452,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Silver%20Lake(1202SIL0647B).html?csf=1&e=Xxz1fg,available
580,1202SUM0629,Summit Lake,-74.5815,42.5832,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Summit%20Lake(1202SUM0629).html?csf=1&e=Xxz1fg,available
581,1202TUB0605C,Tubbs Pond,-74.17747,42.57045,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Tubbs%20Pond(1202TUB0605C).html?csf=1&e=Xxz1fg,available
582,1202UBL0630B,Upper Blenheim Gilboa Res,-74.42667,42.444,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Upper%20Blenheim%20Gilboa%20Res(1202UBL0630B).html?csf=1&e=Xxz1fg,available
583,1202UWB0579,Central Bridge Lower Reservoir,-74.35991,42.71116,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Central%20Bridge%20Lower%20Reservoir(1202UWB0579).html?csf=1&e=Xxz1fg,available
584,1202UWB0579A,Central Bridge Upper Reservoir,-74.3658,42.7156,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Central%20Bridge%20Upper%20Reservoir(1202UWB0579A).html?csf=1&e=Xxz1fg,available
585,1202UWB0589A,Lower Engleville Pond,-74.6478,42.7601,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lower%20Engleville%20Pond(1202UWB0589A).html?csf=1&e=Xxz1fg,available
586,1202WAR0609,Warners Lake,-74.0791,42.6251,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Warners%20Lake(1202WAR0609).html?csf=1&e=Xxz1fg,available
587,1202WHI0605A,White Birch Pond,-74.15482,42.56654,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_White%20Birch%20Pond(1202WHI0605A).html?csf=1&e=Xxz1fg,available
588,1202WOO0605D,Woods Pond,-74.18259,42.56789,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Woods%20Pond(1202WOO0605D).html?csf=1&e=Xxz1fg,available
589,1203DIA0822,Diamond Lake,-74.72993,43.30721,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Diamond%20Lake(1203DIA0822).html?csf=1&e=Xxz1fg,available
590,1203HIN0799,Hinckley Reservoir,-75.10744,43.31119,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Hinckley%20Reservoir(1203HIN0799).html?csf=1&e=Xxz1fg,available
591,1203JER0817,Jerseyfield Lake,-74.76599,43.30481,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Jerseyfield%20Lake(1203JER0817).html?csf=1&e=Xxz1fg,available
592,1203THE0850A,The Floe,-74.70497,43.40056,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_The%20Floe(1203THE0850A).html?csf=1&e=Xxz1fg,available
593,1204MAD1051,Madison Lake,-75.5241,42.9016,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Madison%20Lake(1204MAD1051).html?csf=1&e=Xxz1fg,available
594,1301ALC0185,Alcove Reservoir,-73.9376,42.4769,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Alcove%20Reservoir(1301ALC0185).html?csf=1&e=Xxz1fg,available
595,1301BAR0181,Barger Pond,-73.81362,41.36012,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Barger%20Pond(1301BAR0181).html?csf=1&e=Xxz1fg,available
596,1301BAR0192B,Barnes Lake,-74.08111,41.32588,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Barnes%20Lake(1301BAR0192B).html?csf=1&e=Xxz1fg,available
599,1301BOG0200,Bog Meadow Pond,-74.01262,41.38772,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Bog%20Meadow%20Pond(1301BOG0200).html?csf=1&e=Xxz1fg,available
600,1301BOW0444,Big Bowman Pond,-73.488,42.6483,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Big%20Bowman%20Pond(1301BOW0444).html?csf=1&e=Xxz1fg,available
601,1301BRE0150D,Breakneck Pond,-74.0957,41.2072,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Breakneck%20Pond(1301BRE0150D).html?csf=1&e=Xxz1fg,available
602,1301BRO0193A,Brooks Lake,-73.9947,41.3303,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Brooks%20Lake(1301BRO0193A).html?csf=1&e=Xxz1fg,available
603,1301BUC0303,Buckingham Lake,-73.8071,42.6635,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Buckingham%20Lake(1301BUC0303).html?csf=1&e=Xxz1fg,available
607,1301BUR0386C,Burden Third Lake,-73.5614,42.5947,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Burden%20Third%20Lake(1301BUR0386C).html?csf=1&e=Xxz1fg,available
608,1301CAN0168A,Canopus Lake,-73.83495,41.45542,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Canopus%20Lake(1301CAN0168A).html?csf=1&e=Xxz1fg,available
609,1301CHA0341A,Chadwick Lake,-74.06679,41.55789,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Chadwick%20Lake(1301CHA0341A).html?csf=1&e=Xxz1fg,available
610,1301CHO0437,Chodikee Lake,-73.98385,41.77202,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Chodikee%20Lake(1301CHO0437).html?csf=1&e=Xxz1fg,available
612,1301COX6780,Coxsackie Reservoir,-73.8778,42.4076,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Coxsackie%20Reservoir(1301COX6780).html?csf=1&e=Xxz1fg,available
614,1301CRO1033,Croton Reservoir,-73.9627,40.78219,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Croton%20Reservoir(1301CRO1033).html?csf=1&e=Xxz1fg,available
615,1301CRY0391,Crystal Lake,-73.55625,42.64011,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Crystal%20Lake(1301CRY0391).html?csf=1&e=Xxz1fg,available
617,1301DUN0425,Dunham Reservoir,-73.4799,42.7528,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Dunham%20Reservoir(1301DUN0425).html?csf=1&e=Xxz1fg,available
618,1301DYK0445,Dyken Pond,-73.4261,42.7234,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Dyken%20Pond(1301DYK0445).html?csf=1&e=Xxz1fg,available
619,1301ESO0434,Esopus Lake,-73.96925,41.87556,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Esopus%20Lake(1301ESO0434).html?csf=1&e=Xxz1fg,available
620,1301FER0028C,Fergusons Lake,-73.8264,41.0993,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Fergusons%20Lake(1301FER0028C).html?csf=1&e=Xxz1fg,available
621,1301FIR0150A,First Reservoir,-74.0589,41.2155,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_First%20Reservoir(1301FIR0150A).html?csf=1&e=Xxz1fg,available
622,1301FOR0441,Forest Lake,-73.461,42.7321,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Forest%20Lake(1301FOR0441).html?csf=1&e=Xxz1fg,available
623,1301GLA0394,Glass Lake,-73.5308,42.623,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Glass%20Lake(1301GLA0394).html?csf=1&e=Xxz1fg,available
624,1301HAM0297,Hampton Manor Pond,-73.72675,42.61809,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Hampton%20Manor%20Pond(1301HAM0297).html?csf=1&e=Xxz1fg,available
625,1301HAR1036,Harlem Meer,-73.9512,40.7961,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Harlem%20Meer(1301HAR1036).html?csf=1&e=Xxz1fg,available
626,1301HEL0207A,Helderberg Lake,-74.01446,42.59992,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Helderberg%20Lake(1301HEL0207A).html?csf=1&e=Xxz1fg,available
627,1301HES0184,Hessian Lake,-73.9913,41.3154,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Hessian%20Lake(1301HES0184).html?csf=1&e=Xxz1fg,available
628,1301IND0167,Indian Lake,-73.8877,41.3731,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Indian%20Lake(1301IND0167).html?csf=1&e=Xxz1fg,available
629,1301LAW0207,Lawson Lake,-73.9599,42.5391,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lawson%20Lake(1301LAW0207).html?csf=1&e=Xxz1fg,available
631,1301LIT0355,Littles Lake,-73.73995,42.6972,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Littles%20Lake(1301LIT0355).html?csf=1&e=Xxz1fg,available
632,1301LON0428,Long Pond,-73.4387,42.7921,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Long%20Pond(1301LON0428).html?csf=1&e=Xxz1fg,available
633,1301LTW0189,Lower Twin Lake,-74.0776,41.3179,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lower%20Twin%20Lake(1301LTW0189).html?csf=1&e=Xxz1fg,available
634,1301MAS0188A,Lake Massawippa,-74.0741,41.3256,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Massawippa(1301MAS0188A).html?csf=1&e=Xxz1fg,available
635,1301MEA0160,Lake Meahagh,-73.9506,41.2535,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Meahagh(1301MEA0160).html?csf=1&e=Xxz1fg,available
636,1301MIL0426,Mill Pond,-73.4492,42.7753,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Mill%20Pond(1301MIL0426).html?csf=1&e=Xxz1fg,available
637,1301MIR0433,Mirror Lake,-73.9698,41.8663,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Mirror%20Lake(1301MIR0433).html?csf=1&e=Xxz1fg,available
639,1301MOH0179,Lake Mohegan,-73.8488,41.314,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Mohegan(1301MOH0179).html?csf=1&e=Xxz1fg,available
642,1301OLA0963,Olana Pond,-73.83221,42.21221,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Olana%20Pond(1301OLA0963).html?csf=1&e=Xxz1fg,available
646,1301ORA0340,Orange Lake,-74.1037,41.5488,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Orange%20Lake(1301ORA0340).html?csf=1&e=Xxz1fg,available
647,1301OSS0183D,Lake Ossi,-73.7605,41.4159,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Ossi(1301OSS0183D).html?csf=1&e=Xxz1fg,available
648,1301PEE0171,Lake Peekskill,-73.8828,41.3395,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Peekskill(1301PEE0171).html?csf=1&e=Xxz1fg,available
649,1301POC0030,Pocantico Lake,-73.83746,41.11486,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Pocantico%20Lake(1301POC0030).html?csf=1&e=Xxz1fg,available
650,1301POP0191,Popolopen Lake,-74.05405,41.35955,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Popolopen%20Lake(1301POP0191).html?csf=1&e=Xxz1fg,available
651,1301PUD5194,Pudding Street Pond,-73.78287,41.43724,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Pudding%20Street%20Pond(1301PUD5194).html?csf=1&e=Xxz1fg,available
652,1301QUE0184A,Queensboro Lake,-74.0288,41.31,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Queensboro%20Lake(1301QUE0184A).html?csf=1&e=Xxz1fg,available
653,1301REI0382,Reichards Lake,-73.5947,42.65221,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Reichards%20Lake(1301REI0382).html?csf=1&e=Xxz1fg,available
654,1301REN0336,Rensselaer Lake,-73.83224,42.69655,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Rensselaer%20Lake(1301REN0336).html?csf=1&e=Xxz1fg,available
655,1301ROA0183B,Roaring Brook Lake,-73.8075,41.4388,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Roaring%20Brook%20Lake(1301ROA0183B).html?csf=1&e=Xxz1fg,available
656,1301SEC0150B,Second Reservoir,-74.0736,41.2086,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Second%20Reservoir(1301SEC0150B).html?csf=1&e=Xxz1fg,available
657,1301SEC0427,Second Pond,-73.4476,42.7799,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Second%20Pond(1301SEC0427).html?csf=1&e=Xxz1fg,available
658,1301SEP0826,Sepasco Lake,-73.8376,41.9598,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Sepasco%20Lake(1301SEP0826).html?csf=1&e=Xxz1fg,available
659,1301SHA0424,Shaver Pond,-73.4573,42.7796,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Shaver%20Pond(1301SHA0424).html?csf=1&e=Xxz1fg,available
660,1301SIL0184C,Silver Mine Lake,-74.05407,41.29072,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Silver%20Mine%20Lake(1301SIL0184C).html?csf=1&e=Xxz1fg,available
661,1301SLE6666,Sleepy Hollow Lake,-73.8069,42.2944,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Sleepy%20Hollow%20Lake(1301SLE6666).html?csf=1&e=Xxz1fg,available
662,1301SNY0377,Snyders Lake,-73.6347,42.6631,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Snyders%20Lake(1301SNY0377).html?csf=1&e=Xxz1fg,available
663,1301STI0183C,Stillwater Pond,-73.8213,41.444,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Stillwater%20Pond(1301STI0183C).html?csf=1&e=Xxz1fg,available
664,1301STI0187A,Stillwell Lake,-74.03263,41.34426,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Stillwell%20Lake(1301STI0187A).html?csf=1&e=Xxz1fg,available
665,1301SUM0193,Summit Lake,-74.096,41.3103,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Summit%20Lake(1301SUM0193).html?csf=1&e=Xxz1fg,available
666,1301SWA0030A,Swan Lake,-73.83553,41.1066,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Swan%20Lake(1301SWA0030A).html?csf=1&e=Xxz1fg,available
667,1301TAR0015A,Tarrytown Reservoir,-73.8358,41.08314,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Tarrytown%20Reservoir(1301TAR0015A).html?csf=1&e=Xxz1fg,available
668,1301TEA0188B,Lake Te-Ata,-74.0799,41.3195,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Te-Ata(1301TEA0188B).html?csf=1&e=Xxz1fg,available
669,1301THE1027,The Pond in Central Park,-73.9741,40.766,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_The%20Pond%20in%20Central%20Park(1301THE1027).html?csf=1&e=Xxz1fg,available
670,1301THE1029,The Lake in Central Park,-73.97072,40.77458,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_The%20Lake%20in%20Central%20Park(1301THE1029).html?csf=1&e=Xxz1fg,available
671,1301THE1034,The Pool,-73.96072,40.79491,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_The%20Pool(1301THE1034).html?csf=1&e=Xxz1fg,available
672,1301THI0150J,Third Reservoir,-74.0865,41.2065,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Third%20Reservoir(1301THI0150J).html?csf=1&e=Xxz1fg,available
673,1301TIV0309,Tivoli Lake,-73.76135,42.67015,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Tivoli%20Lake(1301TIV0309).html?csf=1&e=Xxz1fg,available
674,1301TOM0150I,Tomkins Lake,-73.9903,41.2716,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Tomkins%20Lake(1301TOM0150I).html?csf=1&e=Xxz1fg,available
675,1301UTW0190,Upper Twin Lake,-74.0822,41.3111,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Upper%20Twin%20Lake(1301UTW0190).html?csf=1&e=Xxz1fg,available
677,1301UWB0159B,Unnamed Pond at Stony Point Battlefield,-73.9815,41.2405,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Unnamed%20Pond%20at%20Stony%20Point%20Battlefield(1301UWB0159B).html?csf=1&e=Xxz1fg,available
678,1301UWB0168F,Unnamed Water,-73.8595,41.4306,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Unnamed%20Water(1301UWB0168F).html?csf=1&e=Xxz1fg,available
679,1301UWB0168G,Unnamed Water,-73.8503,41.4403,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Unnamed%20Water(1301UWB0168G).html?csf=1&e=Xxz1fg,available
680,1301UWB0354,Unnamed Water,-73.83182,42.69681,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Unnamed%20Water(1301UWB0354).html?csf=1&e=Xxz1fg,available
682,1301UWB0420B,Fall Kill Pond,-73.89864,41.73775,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Fall%20Kill%20Pond(1301UWB0420B).html?csf=1&e=Xxz1fg,available
683,1301UWB1031,Turtle Pond,-73.96706,40.7791,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Turtle%20Pond(1301UWB1031).html?csf=1&e=Xxz1fg,available
685,1301VAN1043,Van Cortlandt Lake,-73.891,40.8899,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Van%20Cortlandt%20Lake(1301VAN1043).html?csf=1&e=Xxz1fg,available
686,1301VLY0262A,Vly Creek Reservoir,-73.95523,42.61486,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Vly%20Creek%20Reservoir(1301VLY0262A).html?csf=1&e=Xxz1fg,available
688,1301WAL0165,Wallace Pond,-73.9325,41.3154,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Wallace%20Pond(1301WAL0165).html?csf=1&e=Xxz1fg,available
690,1301WEL0150C,Lake Welch,-74.07631,41.2315,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Welch(1301WEL0150C).html?csf=1&e=Xxz1fg,available
692,1301WHI0429,White Lily Pond,-73.428,42.7803,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_White%20Lily%20Pond(1301WHI0429).html?csf=1&e=Xxz1fg,available
693,1302BAR0071,Barrett Pond,-73.7406,41.4344,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Barrett%20Pond(1302BAR0071).html?csf=1&e=Xxz1fg,available
694,1302BLU0122A,Blue Heron Lake,-73.5922,41.1916,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Blue%20Heron%20Lake(1302BLU0122A).html?csf=1&e=Xxz1fg,available
695,1302CAR0062A,Lake Carmel,-73.665,41.4585,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Carmel(1302CAR0062A).html?csf=1&e=Xxz1fg,available
696,1302CAS0059B,Lake Casse,-73.71,41.3863,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Casse(1302CAS0059B).html?csf=1&e=Xxz1fg,available
697,1302CHI0075,China Pond,-73.7435,41.4419,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_China%20Pond(1302CHI0075).html?csf=1&e=Xxz1fg,available
698,1302HOW0127,Bedford Lake,-73.7037,41.1948,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Bedford%20Lake(1302HOW0127).html?csf=1&e=Xxz1fg,available
