OBJECTID_12,Join_Count,TARGET_FID,OBJECTID_1,OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Acres,Shape_Le_1,PERMIT_BAS,SUM_SHAPE_,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,SHAPE_AREA_1,Shape_Length,Shape_Area
2934,1,2933,5022,113604,{056BDB85-40F6-4A18-808C-4DD302E24B0A},10/11/2012 0:00,2, , ,0.029963,0,2.0401E+12,390,39004,0,0.009106857,7.398099653,0.009106856,14-01,1937150873,Delaware River Main Stem,14,Delaware River Basin,1604834854,0.009106856,3.25129E-06
2935,1,2934,5023,113614,43496432,1/5/2011 0:00,2, , ,0.075,0,2.0501E+12,390,39004,0,0.011040421,18.4349225,0.011040421,1-Jun,4996254476,Upper Susquehanna/Unadilla River,6,Susquehanna River Basin,4919680925,0.011040421,8.16738E-06
2936,1,2935,5024,113622,53540827,7/14/2009 0:00,2,946419,Lake Charlotte,0.03,0,2.02E+12,390,39004,0,0.009402658,7.291756142,0.009402658,3-Dec,1453232713,West Canada Creek,12,Mohawk River Basin,1453232713,0.009402658,3.27949E-06
2937,1,2936,5025,113625,131843869,7/27/2009 0:00,2, , ,0.031,0,4.1501E+12,390,39004,0,0.02097343,7.742477279,0.020973427,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.020973427,3.50959E-06
2938,1,2937,5026,113626,133099432,7/8/2009 0:00,2,968065,Twin Ponds,0.12,0,4.1503E+12,390,39004,0,0.027144691,29.5299409,0.027144691,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.027144691,1.34101E-05
2939,1,2938,5028,113685,133098497,7/8/2009 0:00,2, , ,0.584,409.7,4.1503E+12,390,39009,0,0.081772666,144.262395,0.081772663,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.081772663,6.57914E-05
2940,1,2939,5029,113690,132859235,8/4/2009 0:00,2, , ,0.044,350.5,4.1503E+12,390,39009,0,0.01361797,10.9005222,0.013617973,4-Sep,1638076420,Grass River,9,St. Lawrence River Basin,1638076420,0.013617973,4.97949E-06
2941,1,2940,5030,113741,131845304,7/27/2009 0:00,2, , ,0.044,0,4.1501E+12,390,39004,0,0.0164198,10.8188019,0.016419801,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.016419801,4.89335E-06
2942,1,2941,5032,113773,25866184,10/11/2012 0:00,2, , ,0.05821133,0,2.0401E+12,390,39004,0,0.012885081,14.3728283,0.01288508,14-01,1937150873,Delaware River Main Stem,14,Delaware River Basin,1604834854,0.01288508,6.29975E-06
2943,1,2942,5034,113793,131846883,7/27/2009 0:00,2, , ,0.043,0,4.1501E+12,390,39004,0,0.018344902,10.6945453,0.018344902,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.018344902,4.81463E-06
2944,1,2943,5038,113808,133098604,7/8/2009 0:00,2, , ,0.04,0,4.1503E+12,390,39004,0,0.01022249,9.916047036,0.010222491,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.010222491,4.52015E-06
2945,1,2944,5042,113851,53541277,8/28/2002 0:00,2,965611,Snyders Pond,0.032,0,2.02E+12,390,39004,0,0.014291844,7.952963488,0.014291844,3-Dec,1453232713,West Canada Creek,12,Mohawk River Basin,1453232713,0.014291844,3.57313E-06
2946,1,2945,5043,113863,133099316,7/8/2009 0:00,2, , ,0.07,607,4.1503E+12,390,39009,0,0.018848377,17.2319937,0.01884838,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.01884838,7.82837E-06
2947,1,2946,5044,113884,25865898,10/11/2012 0:00,2, , ,0.04059476,0,2.0401E+12,390,39004,0,0.009364705,10.0231633,0.009364702,14-01,1937150873,Delaware River Main Stem,14,Delaware River Basin,1604834854,0.009364702,4.39206E-06
2948,1,2947,5045,113895,43494173,1/5/2011 0:00,2, , ,0.04,435.9,2.0501E+12,390,39009,0,0.009080278,9.959207308,0.009080277,1-Jun,4996254476,Upper Susquehanna/Unadilla River,6,Susquehanna River Basin,4919680925,0.009080277,4.4236E-06
2949,1,2948,5047,113903,131843386,7/27/2009 0:00,2, , ,0.06,0,4.1501E+12,390,39004,0,0.015535493,14.8149056,0.015535492,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.015535492,6.71739E-06
2950,1,2949,5053,113938,43492639,1/5/2011 0:00,2, , ,0.038,496.8,2.0501E+12,390,39009,0,0.012151714,9.332571381,0.012151714,1-Jun,4996254476,Upper Susquehanna/Unadilla River,6,Susquehanna River Basin,4919680925,0.012151714,4.15378E-06
2951,1,2950,5054,113959,133098481,7/8/2009 0:00,2, , ,0.037,0,4.1503E+12,390,39004,0,0.013160678,9.128554684,0.013160677,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.013160677,4.16246E-06
2952,1,2951,5056,113976,4fe82abd-cbba-4804-96d3-764c8c2b8b24,10/11/2012 0:00,2, , ,0.06176876,0,2.0401E+12,390,39004,0,0.013681582,15.2511937,0.013681582,14-01,1937150873,Delaware River Main Stem,14,Delaware River Basin,1604834854,0.013681582,6.68571E-06
2953,1,2952,5058,114011,131844813,7/27/2009 0:00,2,954375,Lake Kan-ac-to,0.046,531,4.1501E+12,390,39009,0,0.01193411,11.3755087,0.011934112,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.011934112,5.1485E-06
2954,1,2953,5059,114020,133099273,7/8/2009 0:00,2, , ,0.028,0,4.1503E+12,390,39004,0,0.012323869,6.823774926,0.012323869,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.012323869,3.09991E-06
2955,1,2954,5060,114070,43494877,1/5/2011 0:00,2, , ,0.029,490.7,2.0501E+12,390,39009,0,0.007420978,7.074998915,0.007420977,1-Jun,4996254476,Upper Susquehanna/Unadilla River,6,Susquehanna River Basin,4919680925,0.007420977,3.13982E-06
2956,1,2955,5063,114082,131843653,1/11/2013 0:00,2,965561,Snake Pond,0.08159379,589,4.1501E+12,390,39009,0,0.064382462,20.1461612,0.064382465,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.064382465,9.13066E-06
2957,1,2956,5066,114108,26143700,4/12/2012 0:00,2, , ,0.036,0,2.0401E+12,390,39004,0,0.012898944,8.771026036,0.012898944,14-01,1937150873,Delaware River Main Stem,14,Delaware River Basin,1604834854,0.012898944,3.83215E-06
2958,1,2957,5067,114138,131844012,7/27/2009 0:00,2, , ,0.032,0,4.1501E+12,390,39004,0,0.012453457,7.851224716,0.012453455,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.012453455,3.55728E-06
2959,1,2958,5068,114139,131843935,7/27/2009 0:00,2, , ,0.029,0,4.1501E+12,390,39004,0,0.017762712,7.223200198,0.017762715,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.017762715,3.27282E-06
2960,1,2959,5070,114177,25858062,4/10/2012 0:00,2, , ,0.04082638,610.57,2.0401E+12,390,39011,0,0.011636707,10.080371,0.011636708,14-04,1727260698,West Branch Delaware River,14,Delaware River Basin,1596008013,0.011636708,4.45597E-06
2961,1,2960,5071,114196,131841526,7/27/2009 0:00,2, , ,0.07,0,4.1501E+12,390,39004,0,0.02881479,17.284709,0.028814787,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.028814787,7.84796E-06
2962,1,2961,5074,114239,53540587,8/28/2002 0:00,2, , ,0.03,0,2.02E+12,390,39004,0,0.008303205,7.414224022,0.008303205,3-Dec,1453232713,West Canada Creek,12,Mohawk River Basin,1453232713,0.008303205,3.33878E-06
2963,1,2962,5079,114260,26176828,4/12/2012 0:00,2,969075,Wesserlauf Pond,0.137,0,2.0401E+12,390,39004,0,0.027923695,33.8678245,0.027923696,14-01,1937150873,Delaware River Main Stem,14,Delaware River Basin,1604834854,0.027923696,1.48288E-05
2964,1,2963,5080,114277,43492491,1/5/2011 0:00,2, , ,0.026,0,2.0501E+12,390,39004,0,0.006362916,6.510540129,0.006362916,1-Jun,4996254476,Upper Susquehanna/Unadilla River,6,Susquehanna River Basin,4919680925,0.006362916,2.89781E-06
2965,1,2964,5083,114295,133098405,7/8/2009 0:00,2,976603,Lost Pond,0.048,0,4.1503E+12,390,39004,0,0.010736501,11.9135162,0.0107365,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.0107365,5.43333E-06
2966,1,2965,5089,114404,167262138,7/14/2009 0:00,2, , ,0.031,0,2.02E+12,390,39004,0,0.009335771,7.767967562,0.009335771,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.009335771,3.4747E-06
2967,1,2966,5090,114409,131846146,7/27/2009 0:00,2,957572,Monument Lake,0.063,0,4.1501E+12,390,39004,0,0.015816401,15.5216089,0.0158164,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.0158164,7.0048E-06
2969,1,2968,5094,114489,26177116,4/12/2012 0:00,2,971020,Wheelers Pond,0.027,0,2.0401E+12,390,39004,0,0.007092028,6.701930802,0.007092028,14-01,1937150873,Delaware River Main Stem,14,Delaware River Basin,1604834854,0.007092028,2.93767E-06
2970,1,2969,5096,114508,53540617,9/15/2011 0:00,2, , ,0.03,0,2.02E+12,390,39004,0,0.013467274,7.465424816,0.013467274,3-Dec,1453232713,West Canada Creek,12,Mohawk River Basin,1453232713,0.013467274,3.36144E-06
2971,1,2970,5101,114635,53541901,7/14/2009 0:00,2, , ,0.032,0,2.02E+12,390,39004,0,0.009844087,7.782651023,0.009844088,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.009844088,3.49145E-06
2972,1,2971,5105,114649,133098673,7/8/2009 0:00,2, , ,0.032,0,4.1503E+12,390,39004,0,0.008869561,7.822910258,0.00886956,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.00886956,3.56269E-06
2973,1,2972,5106,114695,167261704,7/14/2009 0:00,2, , ,0.043,0,2.02E+12,390,39004,0,0.010257947,10.7374922,0.010257949,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.010257949,4.81782E-06
2974,1,2973,5108,114705,131841050,7/27/2009 0:00,2, , ,0.03,0,4.1501E+12,390,39004,0,0.010462511,7.381656668,0.01046251,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.01046251,3.35596E-06
2975,1,2974,5109,114707,133098545,7/8/2009 0:00,2, , ,0.05,563,4.1503E+12,390,39009,0,0.012184515,12.3744847,0.012184513,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.012184513,5.6383E-06
2976,1,2975,5110,114750,43495749,1/5/2011 0:00,2, , ,0.053,588.3,2.0501E+12,390,39009,0,0.013052773,13.1131787,0.013052773,1-Jun,4996254476,Upper Susquehanna/Unadilla River,6,Susquehanna River Basin,4919680925,0.013052773,5.81235E-06
2977,1,2976,5112,114761,53541145,8/28/2002 0:00,2, , ,0.048,0,2.02E+12,390,39004,0,0.022391523,11.9598014,0.022391522,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.022391522,5.37475E-06
2978,1,2977,5113,114770,131842311,7/27/2009 0:00,2, , ,0.04,648,4.1501E+12,390,39009,0,0.019670176,9.870442004,0.019670178,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.019670178,4.47598E-06
2979,1,2978,5119,114842,132436455,2/25/2005 0:00,2, , ,0.032,0,4.15031E+12,390,39004,0,0.011967442,7.825229265,0.011967443,3-Sep,3259938947,Raquette River,9,St. Lawrence River Basin,3259938947,0.011967443,3.55809E-06
2980,1,2979,5121,114903,167261729,7/14/2009 0:00,2, , ,0.078,0,2.02E+12,390,39004,0,0.01276838,19.2028084,0.012768379,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.012768379,8.60338E-06
2981,1,2980,5123,114920,132435910,5/11/2009 0:00,2, , ,0.027,0,4.15031E+12,390,39004,0,0.00832998,6.548088183,0.00832998,3-Sep,3259938947,Raquette River,9,St. Lawrence River Basin,3259938947,0.00832998,2.97916E-06
2982,1,2981,5124,114928,135271289,9/7/2009 0:00,2, , ,0.026,0,4.15031E+12,390,39004,0,0.007446668,6.454168786,0.007446668,2-Sep,5129164298,St. Regis-Salmon-Chateaugay Rivers,9,St. Lawrence River Basin,4349181503,0.007446668,2.95841E-06
2983,1,2982,5125,114929,135271259,9/7/2009 0:00,2,977156,Twin Ponds,0.07,0,4.15031E+12,390,39004,0,0.016084361,17.3453824,0.016084359,2-Sep,5129164298,St. Regis-Salmon-Chateaugay Rivers,9,St. Lawrence River Basin,4349181503,0.016084359,7.95168E-06
2984,1,2983,5133,115038,26147092,4/12/2012 0:00,2, , ,0.158,0,2.0401E+12,390,39004,0,0.020987629,39.0840472,0.020987628,14-02,853521597.8,Neversink,14,Delaware River Basin,827229502.1,0.020987628,1.71022E-05
2985,1,2984,5137,115077,131845566,7/27/2009 0:00,2, , ,0.027,0,4.1501E+12,390,39004,0,0.020296204,6.630126596,0.020296204,1-Aug,4934743916,Black River,8,Black River Basin,4934554802,0.020296204,2.99474E-06
2986,1,2985,5142,115114,26156274,4/12/2012 0:00,2, , ,0.028,0,2.0401E+12,390,39004,0,0.013845222,6.968918051,0.01384522,14-02,853521597.8,Neversink,14,Delaware River Basin,827229502.1,0.01384522,3.04971E-06
2987,1,2986,5143,115143,53541717,7/14/2009 0:00,2, , ,0.032,0,2.02E+12,390,39004,0,0.007802879,7.993902447,0.007802881,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.007802881,3.58826E-06
2988,1,2987,5145,115147,53540291,8/28/2002 0:00,2,966029,Spoon Lake,0.027,0,2.02E+12,390,39004,0,0.012180381,6.609572158,0.012180379,3-Dec,1453232713,West Canada Creek,12,Mohawk River Basin,1453232713,0.012180379,2.97892E-06
2989,1,2988,5148,115153,132859188,8/4/2009 0:00,2,977235,Long Pond,0.188,465.1,4.1503E+12,390,39009,0,0.030108661,46.4984726,0.030108664,4-Sep,1638076420,Grass River,9,St. Lawrence River Basin,1638076420,0.030108664,2.12209E-05
2990,1,2989,5149,115185,26156484,4/12/2012 0:00,2, , ,0.043,0,2.0401E+12,390,39004,0,0.011151324,10.5442986,0.011151322,14-02,853521597.8,Neversink,14,Delaware River Basin,827229502.1,0.011151322,4.62219E-06
2991,1,2990,5151,115205,43493295,1/5/2011 0:00,2, , ,0.045,664.5,2.0501E+12,390,39009,0,0.011557633,11.0452885,0.011557632,1-Jun,4996254476,Upper Susquehanna/Unadilla River,6,Susquehanna River Basin,4919680925,0.011557632,4.90779E-06
2992,1,2991,5153,115227,135270794,9/7/2009 0:00,2, , ,0.036,359.7,4.15031E+12,390,39009,0,0.012908943,8.827876173,0.012908944,2-Sep,5129164298,St. Regis-Salmon-Chateaugay Rivers,9,St. Lawrence River Basin,4349181503,0.012908944,4.05612E-06
2993,1,2992,5154,115228,167401923,9/7/2009 0:00,2, , ,0.039,0,4.15031E+12,390,39004,0,0.011494976,9.583559445,0.011494976,2-Sep,5129164298,St. Regis-Salmon-Chateaugay Rivers,9,St. Lawrence River Basin,4349181503,0.011494976,4.41469E-06
2994,1,2993,5155,115243,26160610,4/12/2012 0:00,2,952997,Holleys Pond,0.04,0,2.0401E+12,390,39004,0,0.012545649,9.831872758,0.012545651,14-02,853521597.8,Neversink,14,Delaware River Basin,827229502.1,0.012545651,4.29311E-06
2995,1,2994,5156,115275,156433813,6/4/2012 0:00,2, , ,0.03509325,0,2.02001E+12,390,39004,0,0.011315837,8.665012645,0.011315834,2-Dec,1585447178,Schoharie Creek *,12,Mohawk River Basin,1585447178,0.011315834,3.84324E-06
2996,1,2995,5159,115287,47722625,8/13/2009 0:00,2, , ,0.051,0,2.02E+12,390,39004,0,0.016285518,12.4818533,0.016285515,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.016285515,5.61744E-06
2997,1,2996,5160,115289,53539945,9/15/2011 0:00,2, , ,0.027,0,2.02E+12,390,39004,0,0.008198579,6.551953362,0.00819858,3-Dec,1453232713,West Canada Creek,12,Mohawk River Basin,1453232713,0.00819858,2.95758E-06
2998,1,2997,5162,115295,132433999,12/4/2008 0:00,2,976630,Marsh Ponds,0.079,471.8,4.15031E+12,390,39009,0,0.01745041,19.5549579,0.01745041,3-Sep,3259938947,Raquette River,9,St. Lawrence River Basin,3259938947,0.01745041,8.92639E-06
2999,1,2998,5163,115324,{F46BF11E-D5D7-4D07-B38B-01A8A3364332},12/6/2012 0:00,2, , ,0.02966198,0,2.02001E+12,390,39004,0,0.020758808,7.323969729,0.020758814,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.020758814,3.19138E-06
3000,1,2999,5167,115358,47723949,8/13/2009 0:00,2, , ,0.029,0,2.02E+12,390,39004,0,0.009153577,7.261681756,0.009153577,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.009153577,3.26419E-06
3001,1,3000,5168,115359,47723759,8/13/2009 0:00,2, , ,0.041,0,2.02E+12,390,39004,0,0.015776433,10.2106724,0.015776433,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.015776433,4.59047E-06
3002,1,3001,5171,115397,61772993,12/26/2007 0:00,2, , ,0.028,0,2.02001E+12,390,39004,0,0.009833204,6.880442049,0.009833202,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.009833202,3.00011E-06
3003,1,3002,5173,115425,89365879,4/10/2009 0:00,2, , ,0.049,688,2.02E+12,390,39009,0,0.019032895,12.0794583,0.019032892,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.019032892,5.44513E-06
3004,1,3003,5175,115432,167401926,9/7/2009 0:00,2, , ,0.028,0,4.15031E+12,390,39004,0,0.007708578,6.917115407,0.007708578,2-Sep,5129164298,St. Regis-Salmon-Chateaugay Rivers,9,St. Lawrence River Basin,4349181503,0.007708578,3.1829E-06
3005,1,3004,5177,115474,25536776,4/12/2012 0:00,2,967941,Tunis Pond,0.02628206,782.93,2.0401E+12,390,39011,0,0.008719267,6.489454837,0.008719267,14-03,2174905029,East Branch Delaware River,14,Delaware River Basin,2174905029,0.008719267,2.85678E-06
3006,1,3005,5178,115480,33530517,6/4/2012 0:00,2, , ,0.0317007,0,2.02001E+12,390,39004,0,0.009028348,7.827387197,0.00902835,2-Dec,1585447178,Schoharie Creek *,12,Mohawk River Basin,1585447178,0.00902835,3.47078E-06
3007,1,3006,5179,115591,61773031,12/26/2007 0:00,2,957263,Mill Pond,0.081,768,2.02001E+12,390,39009,0,0.023854463,19.9249662,0.023854463,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.023854463,8.69375E-06
3008,1,3007,5181,115630,166754505,12/4/2008 0:00,2, , ,0.061,0,4.15031E+12,390,39004,0,0.016475403,15.0200484,0.016475403,3-Sep,3259938947,Raquette River,9,St. Lawrence River Basin,3259938947,0.016475403,6.85677E-06
3009,1,3008,5183,115677,61787221,12/26/2007 0:00,2, , ,0.051,0,2.02001E+12,390,39004,0,0.015196736,12.6699309,0.015196734,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.015196734,5.5502E-06
3010,1,3009,5184,115694,167262812,7/14/2009 0:00,2, , ,0.082,0,2.02E+12,390,39004,0,0.013366594,20.192628,0.013366594,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.013366594,9.04444E-06
3011,1,3010,5185,115751,167262662,7/14/2009 0:00,2, , ,0.043,0,2.02E+12,390,39004,0,0.013520628,10.7145042,0.013520628,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.013520628,4.77628E-06
3012,1,3011,5187,115757,47724991,8/13/2009 0:00,2,955969,Loomis Ponds,0.048,0,2.02E+12,390,39004,0,0.009992941,11.8947831,0.009992942,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.009992942,5.34329E-06
3013,1,3012,5189,115768,167401930,9/7/2009 0:00,2, , ,0.041,0,4.15031E+12,390,39004,0,0.011574874,10.067648,0.011574874,2-Sep,5129164298,St. Regis-Salmon-Chateaugay Rivers,9,St. Lawrence River Basin,4349181503,0.011574874,4.63332E-06
3014,1,3013,5190,115817,89365069,4/10/2009 0:00,2,945919,Carry Pond,0.029,650,2.02E+12,390,39009,0,0.009231049,7.057521438,0.00923105,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.00923105,3.19041E-06
3015,1,3014,5194,115885,47725134,7/25/2002 0:00,2, , ,0.03,0,2.02E+12,390,39004,0,0.011612408,7.416880116,0.011612408,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.011612408,3.33164E-06
3016,1,3015,5198,115937,53541831,8/28/2002 0:00,2,971510,Winter Lake,0.032,0,2.02E+12,390,39004,0,0.010823211,7.982805503,0.010823208,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.010823208,3.58193E-06
3017,1,3016,5199,115973,61769783,6/11/2008 0:00,2, , ,0.038,0,2.02001E+12,390,39004,0,0.009457236,9.317525842,0.009457236,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.009457236,4.06651E-06
3018,1,3017,5202,115997,47726273,8/13/2009 0:00,2,947560,County Line Lake,0.085,743.7,2.02E+12,390,39009,0,0.023299044,20.976114,0.023299046,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.023299046,9.41331E-06
3019,1,3018,5203,116007,132434147,5/11/2009 0:00,2, , ,0.15,0,4.15031E+12,390,39004,0,0.046469336,37.0144765,0.046469337,3-Sep,3259938947,Raquette River,9,St. Lawrence River Basin,3259938947,0.046469337,1.68828E-05
3020,1,3019,5204,116008,166754439,5/11/2009 0:00,2, , ,0.03,0,4.15031E+12,390,39004,0,0.011625043,7.476080264,0.011625044,3-Sep,3259938947,Raquette River,9,St. Lawrence River Basin,3259938947,0.011625044,3.41372E-06
3021,1,3020,5205,116058,53542773,8/28/2002 0:00,2, , ,0.059,426.7,2.02E+12,390,39009,0,0.016432356,14.4959466,0.016432356,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.016432356,6.48902E-06
3022,1,3021,5207,116068,129690981,12/10/2011 0:00,2, , ,0.028,0,4.15041E+12,390,39004,0,0.007609526,6.993549751,0.007609526,3-Oct,1587233803,Saranac River,10,Lake Champlain River Basin,1587233803,0.007609526,3.19709E-06
3023,1,3022,5208,116069,135271286,1/11/2013 0:00,2, , ,0.07425673,0,4.15031E+12,390,39004,0,0.017982514,18.3355142,0.017982514,2-Sep,5129164298,St. Regis-Salmon-Chateaugay Rivers,9,St. Lawrence River Basin,4349181503,0.017982514,8.3977E-06
3024,1,3023,5209,116102,{E04331AE-A2F3-4F5D-901C-810E0A4A896E},12/6/2012 0:00,2, , ,0.16930089,0,2.02001E+12,390,39004,0,0.021623602,41.8042573,0.021623599,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.021623599,1.82515E-05
3025,1,3024,5210,116107,61788829,12/26/2007 0:00,2, , ,0.037,0,2.02001E+12,390,39004,0,0.009368658,9.095637615,0.009368657,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.009368657,3.97799E-06
3026,1,3025,5213,116174,61774681,12/26/2007 0:00,2, , ,0.029,0,2.02001E+12,390,39004,0,0.010602105,7.076520509,0.010602103,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.010602103,3.0798E-06
3027,1,3026,5214,116184,61788605,12/26/2007 0:00,2,954010,Lake Jerry,0.041,0,2.02001E+12,390,39004,0,0.009870003,10.2438778,0.009870004,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.009870004,4.48E-06
3028,1,3027,5216,116198,47720759,8/13/2009 0:00,2, , ,0.08,0,2.02E+12,390,39004,0,0.023726264,19.7264754,0.023726262,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.023726262,8.89675E-06
3029,1,3028,5223,116335,33531091,6/4/2012 0:00,2, , ,0.04340409,588.03,2.02001E+12,390,39011,0,0.008849893,10.7175552,0.008849893,12-02*,816065380.8,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin,816065380.8,0.008849893,4.73591E-06
3030,1,3029,5225,116357,129691056,12/10/2011 0:00,2,949353,Echo Pond,0.071,0,4.15041E+12,390,39004,0,0.011796949,17.4260153,0.011796948,3-Oct,1587233803,Saranac River,10,Lake Champlain River Basin,1587233803,0.011796948,7.95985E-06
3031,1,3030,5226,116358,135271006,9/7/2009 0:00,2,971560,Wolf Pond,0.104,490.4,4.15031E+12,390,39009,0,0.019751198,25.7654275,0.019751198,2-Sep,5129164298,St. Regis-Salmon-Chateaugay Rivers,9,St. Lawrence River Basin,4349181503,0.019751198,1.18132E-05
3032,1,3031,5227,116427,53543443,7/14/2009 0:00,2, , ,0.036,0,2.02E+12,390,39004,0,0.007958941,8.867900539,0.007958941,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.007958941,3.96597E-06
3033,1,3032,5229,116434,129691019,12/10/2011 0:00,2, , ,0.032,0,4.15041E+12,390,39004,0,0.00709926,7.952641698,0.00709926,3-Oct,1587233803,Saranac River,10,Lake Champlain River Basin,1587233803,0.00709926,3.63355E-06
3034,1,3033,5232,116511,132434431,5/11/2009 0:00,2, , ,0.031,0,4.15031E+12,390,39004,0,0.009174297,7.738582178,0.009174298,3-Sep,3259938947,Raquette River,9,St. Lawrence River Basin,3259938947,0.009174298,3.52677E-06
3035,1,3034,5235,116560,33531109,6/4/2012 0:00,2, , ,0.0853527,543.58,2.02001E+12,390,39011,0,0.01544347,21.0759054,0.015443469,12-02*,816065380.8,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin,816065380.8,0.015443469,9.31184E-06
3036,1,3035,5239,116691,47720179,8/13/2009 0:00,2, , ,0.06,0,2.02E+12,390,39004,0,0.016648278,14.8423831,0.016648279,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.016648279,6.69936E-06
3037,1,3036,5242,116728,61783923,12/26/2007 0:00,2, , ,0.061,0,2.02001E+12,390,39004,0,0.010463373,15.1039974,0.010463373,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.010463373,6.57504E-06
3038,1,3037,5244,116760,47727133,8/13/2009 0:00,2, , ,0.04,435.9,2.02E+12,390,39009,0,0.008573459,9.846693151,0.008573459,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.008573459,4.41353E-06
3039,1,3038,5246,116841,89364199,4/10/2009 0:00,2, , ,0.063,487,2.02E+12,390,39009,0,0.020344944,15.4651155,0.020344944,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.020344944,7.00348E-06
3040,1,3039,5247,116842,89363171,4/10/2009 0:00,2, , ,0.06,0,2.02E+12,390,39004,0,0.013948746,14.7115612,0.013948746,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.013948746,6.67571E-06
3041,1,3040,5249,116903,167101512,4/10/2009 0:00,2, , ,0.035,0,2.02E+12,390,39004,0,0.012788852,8.544525216,0.012788852,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.012788852,3.87031E-06
