OBJECTID_12,Join_Count,TARGET_FID,OBJECTID_1,OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Acres,Shape_Le_1,PERMIT_BAS,SUM_SHAPE_,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,SHAPE_AREA_1,Shape_Length,Shape_Area
2,1,1,6,14,129618609,7/29/2009 0:00,2, , ,1.48,0,4.1501E+12,390,39004,0,0.093769818,365.443755,0.093769818,3-Mar,3438250381,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,3436222620,0.093769818,0.000166264
4,1,3,16,31,167248139,8/8/2011 0:00,2,976121,Chaumont Pond,2.898,432.8,4.1503E+12,390,39009,0,0.280730552,715.627718,0.280730546,5-Sep,2717692357,Oswegatchie River,9,St. Lawrence River Basin,2717692357,0.280730546,0.000326404
5,1,4,35,50,{48d44e55-bda9-4839-9ceb-3b574acb275e},3/26/2013 0:00,2,949012,East Branch Reservoir,2.26202263,127,2.0301E+12,390,39012,0,0.314219094,558.705223,0.314219091,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.314219091,0.000243552
7,1,6,40,1267,129442619,10/19/2010 0:00,2, , ,0.038,0,5.01E+12,390,39004,0,0.011310483,9.487431409,0.011310482,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.011310482,4.18642E-06
8,1,7,41,1289,129447884,10/19/2010 0:00,2, , ,0.033,1575,5.01E+12,390,39009,0,0.008554733,8.090154278,0.008554733,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.008554733,3.5505E-06
9,1,8,42,1363,129441707,10/19/2010 0:00,2, , ,0.039,0,5.01E+12,390,39004,0,0.00851863,9.578757848,0.008518629,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.008518629,4.22705E-06
10,1,9,43,1395,129444968,10/19/2010 0:00,2, , ,0.04,0,5.01E+12,390,39004,0,0.009339945,9.989988658,0.009339946,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.009339946,4.38774E-06
11,1,10,44,1427,129444263,10/19/2010 0:00,2, , ,0.07,0,5.01E+12,390,39004,0,0.010730657,17.4100955,0.010730658,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.010730658,7.64277E-06
12,1,11,45,1509,{4559E9FB-E0C1-4331-91D8-AA7AEE254771},5/10/2010 0:00,2, , ,0.058,0,4.1201E+12,390,39004,0,0.011451307,14.2739362,0.011451308,5-Jan,870156003.7,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin,792587788.6,0.011451308,6.30778E-06
13,1,12,46,1521,123926167,5/10/2010 0:00,2, , ,0.035,854,4.1201E+12,390,39009,0,0.010213554,8.635634041,0.010213554,5-Jan,870156003.7,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin,792587788.6,0.010213554,3.81988E-06
14,1,13,47,1559,129447870,10/19/2010 0:00,2, , ,0.12,1892,5.01E+12,390,39009,0,0.025065147,29.7843889,0.025065147,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.025065147,1.30933E-05
15,1,14,49,1589,162982934,2/7/2008 0:00,2, , ,0.031,0,4.13E+12,390,39004,0,0.007057037,7.722808509,0.007057038,1-Mar,2680309911,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,2679860267,0.007057038,3.45608E-06
16,1,15,50,1636,118018717,1/20/2009 0:00,2, , ,0.028,178.3,4.1201E+12,390,39009,0,0.012890005,6.940837448,0.012890004,1-Jan,416818392.5,Niagara River Main Stem,1,Lake Erie-Niagara River Basin,397482534.9,0.012890004,3.09359E-06
17,1,16,51,1686,166769094,1/20/2009 0:00,2, , ,0.103,0,4.1201E+12,390,39004,0,0.015171057,25.4770194,0.015171057,1-Jan,416818392.5,Niagara River Main Stem,1,Lake Erie-Niagara River Basin,397482534.9,0.015171057,1.13759E-05
18,1,17,52,1690,112380605,10/19/2010 0:00,2, , ,0.032,0,5.01E+12,390,39004,0,0.008437235,7.932061552,0.008437235,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.008437235,3.49384E-06
19,1,18,53,1722,162982947,2/7/2008 0:00,2, , ,0.029,0,4.13E+12,390,39004,0,0.007906938,7.250604079,0.007906937,1-Mar,2680309911,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,2679860267,0.007906937,3.24359E-06
20,1,19,54,1751,108915047,12/8/2007 0:00,2, , ,0.077,176.8,4.1201E+12,390,39009,0,0.02989342,19.0500072,0.029893421,3-Jan,1134261798,Buffalo River,1,Lake Erie-Niagara River Basin,1133202362,0.029893421,8.4757E-06
21,1,20,55,1761,112381337,11/25/2003 0:00,2, , ,0.086,0,5.01E+12,390,39004,0,0.018405469,21.3630349,0.018405469,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.018405469,9.39449E-06
22,1,21,56,1806,166450974,10/27/2008 0:00,2, , ,0.026,0,4.1201E+12,390,39004,0,0.010271851,6.453881649,0.010271849,4-Jan,2176121217,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,2175571563,0.010271849,2.85144E-06
23,1,22,57,1896,108916049,9/14/2007 0:00,2, , ,0.041,365.8,4.1201E+12,390,39009,0,0.010703984,10.1780694,0.010703982,4-Jan,2176121217,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,2175571563,0.010703982,4.51939E-06
24,1,23,58,1900,108914707,10/28/2003 0:00,2, , ,0.028,0,4.1201E+12,390,39004,0,0.009813285,6.987764968,0.009813286,3-Jan,1134261798,Buffalo River,1,Lake Erie-Niagara River Basin,1133202362,0.009813286,3.1119E-06
25,1,24,59,2042,112384777,10/19/2010 0:00,2, , ,0.055,0,5.01E+12,390,39004,0,0.010778506,13.6247761,0.010778506,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.010778506,5.9917E-06
26,1,25,60,2043,112384781,10/19/2010 0:00,2, , ,0.066,0,5.01E+12,390,39004,0,0.0138185,16.2977017,0.013818499,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.013818499,7.16653E-06
27,1,26,61,2140,112384749,10/19/2010 0:00,2, , ,0.069,0,5.01E+12,390,39004,0,0.014781734,17.001102,0.014781734,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.014781734,7.4762E-06
28,1,27,62,2222,118019193,1/20/2009 0:00,2, , ,0.162,233,4.1201E+12,390,39009,0,0.025374315,39.9880551,0.025374317,2-Jan,1655721516,Tonawanda Creek,1,Lake Erie-Niagara River Basin,1655670322,0.025374317,1.78278E-05
29,1,28,63,2225,118018969,1/20/2009 0:00,2, , ,0.084,235,4.1201E+12,390,39009,0,0.01892888,20.8561085,0.018928879,2-Jan,1655721516,Tonawanda Creek,1,Lake Erie-Niagara River Basin,1655670322,0.018928879,9.30004E-06
30,1,29,64,2235,112381123,10/19/2010 0:00,2, , ,0.097,0,5.01E+12,390,39004,0,0.016416597,23.9862507,0.016416597,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.016416597,1.05499E-05
31,1,30,65,2236,112381097,10/19/2010 0:00,2, , ,0.087,0,5.01E+12,390,39004,0,0.014532348,21.475019,0.014532348,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.014532348,9.44615E-06
32,1,31,66,2273,112379045,11/25/2003 0:00,2, , ,0.108,0,5.01E+12,390,39004,0,0.047096187,26.672392,0.04709619,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.04709619,1.17855E-05
33,1,32,67,2362,112378875,10/19/2010 0:00,2, , ,0.154,0,5.01E+12,390,39004,0,0.021441064,38.0075642,0.021441063,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.021441063,1.68019E-05
34,1,33,68,2363,112378881,11/25/2003 0:00,2, , ,0.095,0,5.01E+12,390,39004,0,0.017859973,23.4753046,0.01785997,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.01785997,1.03771E-05
35,1,34,69,2370,108917665,1/24/2007 0:00,2, , ,0.061,416.1,4.1201E+12,390,39009,0,0.011246324,15.1269724,0.011246324,3-Jan,1134261798,Buffalo River,1,Lake Erie-Niagara River Basin,1133202362,0.011246324,6.70654E-06
36,1,35,70,2415,118017309,1/13/2004 0:00,2, , ,0.054,188.1,4.1201E+12,390,39009,0,0.022341244,13.3263576,0.022341244,2-Jan,1655721516,Tonawanda Creek,1,Lake Erie-Niagara River Basin,1655670322,0.022341244,5.95917E-06
37,1,36,72,2435,118017479,1/13/2004 0:00,2, , ,0.137,185.3,4.1201E+12,390,39009,0,0.032171355,33.9523803,0.032171356,2-Jan,1655721516,Tonawanda Creek,1,Lake Erie-Niagara River Basin,1655670322,0.032171356,1.51782E-05
38,1,37,73,2469,118017469,1/13/2004 0:00,2, , ,0.141,185.3,4.1201E+12,390,39009,0,0.030101664,34.9684943,0.030101666,2-Jan,1655721516,Tonawanda Creek,1,Lake Erie-Niagara River Basin,1655670322,0.030101666,1.56329E-05
40,1,39,75,2502,162983161,2/7/2008 0:00,2, , ,0.027,0,4.13E+12,390,39004,0,0.009020389,6.720373307,0.009020389,1-Mar,2680309911,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,2679860267,0.009020389,3.00514E-06
41,1,40,76,2514,112379271,10/19/2010 0:00,2, , ,0.029,0,5.01E+12,390,39004,0,0.009418229,7.278816184,0.009418229,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.009418229,3.21295E-06
42,1,41,78,2543,87213774,10/27/2008 0:00,2, , ,0.057,527.3,4.1201E+12,390,39006,0,0.013912186,14.1251431,0.013912187,4-Jan,2176121217,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,2175571563,0.013912187,6.25E-06
43,1,42,80,2629,108917235,9/14/2007 0:00,2, , ,0.033,0,4.1201E+12,390,39004,0,0.011615709,8.175605196,0.01161571,3-Jan,1134261798,Buffalo River,1,Lake Erie-Niagara River Basin,1133202362,0.01161571,3.62787E-06
44,1,43,81,2636,162983196,2/7/2008 0:00,2, , ,0.13,0,4.13E+12,390,39004,0,0.025391628,32.0701002,0.025391628,1-Mar,2680309911,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,2679860267,0.025391628,1.43386E-05
45,1,44,82,2861,118020449,9/25/2008 0:00,2,951414,Gouinlocks Pond,0.123,495.6,4.1201E+12,390,39009,0,0.015385755,30.4766815,0.015385756,2-Jan,1655721516,Tonawanda Creek,1,Lake Erie-Niagara River Basin,1655670322,0.015385756,1.35608E-05
46,1,45,83,2937,124616016,2/7/2008 0:00,2, , ,0.057,89.9,4.13E+12,390,39009,0,0.012406574,14.140093,0.012406574,1-Mar,2680309911,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,2679860267,0.012406574,6.34875E-06
47,1,46,85,3046,84199581,11/5/2009 0:00,2, , ,0.03,472.4,4.13E+12,390,39009,0,0.008159145,7.297056843,0.008159146,3-Apr,2703494779,Pa. border to Mt. Morris,4,Genesee River Basin,2560594263,0.008159146,3.23534E-06
48,1,47,86,3052,159048362,10/3/2007 0:00,2, , ,0.051,0,4.13E+12,390,39000,0,0.01113069,12.5178875,0.011130689,2-Apr,2706932840,Mt. Morris to Barge Canal,4,Genesee River Basin,2706932840,0.011130689,5.56731E-06
49,1,48,87,3064,84200211,11/5/2009 0:00,2, , ,0.026,344.4,4.13E+12,390,39009,0,0.011584742,6.466184574,0.011584742,3-Apr,2703494779,Pa. border to Mt. Morris,4,Genesee River Basin,2560594263,0.011584742,2.86463E-06
50,1,49,88,3065,167785173,11/5/2009 0:00,2, , ,0.066,0,4.13E+12,390,39004,0,0.026385977,16.4061194,0.026385975,3-Apr,2703494779,Pa. border to Mt. Morris,4,Genesee River Basin,2560594263,0.026385975,7.26974E-06
51,1,50,89,3146,112381109,10/19/2010 0:00,2, , ,0.107,0,5.01E+12,390,39004,0,0.020239735,26.5434795,0.020239734,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.020239734,1.16684E-05
52,1,51,90,3272,84200739,11/5/2009 0:00,2, , ,0.574,0,4.13E+12,390,39004,0,0.061490534,141.979004,0.061490535,4-Apr,885613050.6,Canaseraga Creek,4,Genesee River Basin,885613050.6,0.061490535,6.28792E-05
53,1,52,91,3329,84198425,5/22/2003 0:00,2, , ,0.031,0,4.13E+12,436,43624,0,0.007668389,7.712567167,0.00766839,4-Apr,885613050.6,Canaseraga Creek,4,Genesee River Basin,885613050.6,0.00766839,3.42665E-06
54,1,53,93,3359,124617928,2/7/2008 0:00,2, , ,0.044,0,4.13E+12,390,39004,0,0.009316383,10.8330806,0.009316383,1-Mar,2680309911,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,2679860267,0.009316383,4.85564E-06
55,1,54,94,3417,42148281,10/4/2007 0:00,2, , ,0.087,0,4.13E+12,390,39004,0,0.016855563,21.5970086,0.016855564,2-Apr,2706932840,Mt. Morris to Barge Canal,4,Genesee River Basin,2706932840,0.016855564,9.64743E-06
56,1,55,95,3443,167784436,11/5/2009 0:00,2, , ,0.045,0,4.13E+12,390,39004,0,0.008585678,11.1993642,0.008585678,4-Apr,885613050.6,Canaseraga Creek,4,Genesee River Basin,885613050.6,0.008585678,4.97908E-06
57,1,56,96,3447,42148565,6/3/2002 0:00,2, , ,0.026,157,4.13E+12,390,39009,0,0.015152269,6.419859313,0.015152269,2-Apr,2706932840,Mt. Morris to Barge Canal,4,Genesee River Basin,2706932840,0.015152269,2.86401E-06
58,1,57,97,3450,159048308,10/3/2007 0:00,2, , ,0.051,0,4.13E+12,390,39000,0,0.015467616,12.6123296,0.015467615,2-Apr,2706932840,Mt. Morris to Barge Canal,4,Genesee River Basin,2706932840,0.015467615,5.63007E-06
59,1,58,99,3573,57353881,2/25/2013 0:00,2, , ,0.07880218,527.3,2.0501E+12,390,39009,0,0.013655198,19.4794024,0.013655199,3-May,2277526936,Canisteo River,5,Chemung River Basin,1845231091,0.013655199,8.61916E-06
60,1,59,100,3599,159048453,10/3/2007 0:00,2, , ,0.037,0,4.13E+12,390,39004,0,0.008961578,9.145018127,0.008961579,2-Apr,2706932840,Mt. Morris to Barge Canal,4,Genesee River Basin,2706932840,0.008961579,4.08658E-06
61,1,60,101,3615,164482071,4/4/2008 0:00,2, , ,0.057,0,4.1401E+12,390,39004,0,0.022723612,14.1061553,0.022723613,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.022723613,6.31123E-06
62,1,61,102,3657,113133691,12/4/2003 0:00,2, , ,0.076,189,4.1401E+12,390,39009,0,0.014479036,18.8627642,0.014479036,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.014479036,8.43319E-06
63,1,62,103,3681,113133853,4/4/2008 0:00,2, , ,0.034,178,4.1401E+12,390,39009,0,0.008525817,8.462026557,0.008525815,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.008525815,3.78102E-06
64,1,63,104,3695,164481958,4/4/2008 0:00,2, , ,0.257,0,4.1401E+12,390,39009,0,0.03806168,63.4906389,0.038061679,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.038061679,2.84232E-05
65,1,64,106,3725,{7C1503EF-EB35-4AB8-9084-CFF1573AD4A7},4/6/2010 0:00,2, , ,0.104,0,4.1402E+12,390,39004,0,0.023570997,25.6644164,0.023570997,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.023570997,1.13865E-05
66,1,65,107,3816,164482085,4/4/2008 0:00,2, , ,0.033,0,4.1401E+12,390,39004,0,0.010072191,8.074155828,0.010072189,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.010072189,3.61198E-06
67,1,66,108,3850,{62F980D6-FED6-4227-9A99-5721A6BAB0FF},4/6/2010 0:00,2, , ,0.033,0,4.1402E+12,390,39004,0,0.008059125,8.176309245,0.008059124,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.008059124,3.63008E-06
68,1,67,109,3870,{86BC99CB-58E6-476B-8AE2-5B4F78D31827},4/6/2010 0:00,2, , ,0.043,0,4.1402E+12,390,39004,0,0.01386204,10.5515343,0.013862042,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.013862042,4.72224E-06
69,1,68,110,3878,48525760,11/9/2011 0:00,2, , ,0.038,490.7,2.05011E+12,390,39009,0,0.009577145,9.479355347,0.009577143,2-May,1565731326,Chohocton River,5,Chemung River Basin,1565731326,0.009577143,4.18693E-06
70,1,69,111,3899,{EB9E08C0-6110-4E81-A46C-060EC574CC0F},4/6/2010 0:00,2, , ,0.053,0,4.1402E+12,390,39004,0,0.011306522,13.1782042,0.011306523,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.011306523,5.88101E-06
71,1,70,112,3901,{7A30A890-842D-4A43-93EF-0FD00CDC3EB1},4/6/2010 0:00,2, , ,0.035,0,4.1402E+12,390,39004,0,0.008880494,8.617484487,0.008880494,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.008880494,3.85938E-06
72,1,71,114,3929,87961482,4/6/2010 0:00,2, , ,0.04,281.3,4.1402E+12,390,39006,0,0.009185351,9.912389124,0.00918535,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.00918535,4.41101E-06
73,1,72,115,3930,87960914,6/23/2003 0:00,2, , ,0.107,208.8,4.1402E+12,390,39009,0,0.017974498,26.4411997,0.017974496,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.017974496,1.17892E-05
74,1,73,116,3940,87960916,6/23/2003 0:00,2, , ,0.042,208.8,4.1402E+12,390,39009,0,0.013865271,10.2852387,0.013865271,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.013865271,4.58584E-06
75,1,74,117,3946,113133233,4/4/2008 0:00,2, , ,0.031,0,4.1401E+12,390,39004,0,0.007515833,7.635463674,0.007515834,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.007515834,3.42243E-06
76,1,75,118,3971,48525616,11/9/2011 0:00,2, , ,0.122,318.5,2.05011E+12,390,39009,0,0.024867199,30.2657046,0.024867198,2-May,1565731326,Chohocton River,5,Chemung River Basin,1565731326,0.024867198,1.33704E-05
77,1,76,119,3998,{D9D129DB-FA32-4536-818A-AFE1B7A5C6AC},4/6/2010 0:00,2, , ,0.037,0,4.1402E+12,390,39004,0,0.011856283,9.14527725,0.011856283,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.011856283,4.08695E-06
78,1,77,120,4069,{E9302F79-736F-4C17-9FED-3786730F33F4},4/6/2010 0:00,2, , ,0.076,0,4.1402E+12,390,39004,0,0.019385666,18.8339656,0.019385665,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.019385665,8.42323E-06
79,1,78,121,4099,113133157,4/4/2008 0:00,2, , ,0.069,138,4.1401E+12,390,39009,0,0.012300387,17.0067082,0.012300387,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.012300387,7.62569E-06
80,1,79,122,4109,{AA8367F7-40CB-4149-A705-DDE9512E3C0D},4/6/2010 0:00,2, , ,0.034,0,4.1402E+12,390,39004,0,0.011482073,8.298452234,0.011482074,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.011482074,3.70127E-06
81,1,80,123,4152,48527316,11/9/2011 0:00,2, , ,0.23,0,2.05011E+12,390,39004,0,0.023981245,56.7636127,0.023981244,1-May,1418735438,Chemung River,5,Chemung River Basin,1103575988,0.023981244,2.49832E-05
82,1,81,124,4164,164481997,4/4/2008 0:00,2, , ,0.102,0,4.1401E+12,390,39004,0,0.014997275,25.2506312,0.014997275,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.014997275,1.13147E-05
83,1,82,125,4228,48526636,11/9/2011 0:00,2, , ,0.068,0,2.05011E+12,390,39004,0,0.011297481,16.8852821,0.011297483,1-May,1418735438,Chemung River,5,Chemung River Basin,1103575988,0.011297483,7.44198E-06
84,1,83,127,4358,87960146,4/6/2010 0:00,2, , ,0.041,0,4.1402E+12,390,39004,0,0.012742356,10.0276171,0.012742359,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.012742359,4.47835E-06
85,1,84,129,4376,{30E4D838-39B6-4021-9939-AFFF4D7F7259},4/6/2010 0:00,2, , ,0.046,0,4.1402E+12,390,39004,0,0.034762294,11.3499205,0.034762296,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.034762296,5.07844E-06
86,1,85,130,4387,{84474A19-7986-4024-8466-701D0D5A8A1D},4/6/2010 0:00,2, , ,0.092,0,4.1402E+12,390,39004,0,0.051346227,22.6342787,0.051346219,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.051346219,1.0126E-05
87,1,86,131,4391,113133199,4/4/2008 0:00,2, , ,0.056,106,4.1401E+12,390,39009,0,0.015950935,13.8401206,0.015950935,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.015950935,6.20641E-06
88,1,87,132,4401,{FBCB639A-E282-4C27-A9E4-45E4A6F2A858},4/6/2010 0:00,2, , ,0.045,0,4.1402E+12,390,39011,0,0.015478805,11.1778864,0.015478805,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.015478805,4.94837E-06
89,1,88,133,4428,87959666,4/6/2010 0:00,2, , ,0.049,0,4.1402E+12,390,39004,0,0.013849314,12.0220356,0.013849317,4-Jul,2325959562,Clyde River,7,Seneca-Oneida-Oswego River Basin,2325959562,0.013849317,5.37509E-06
90,1,89,134,4485,87959780,4/6/2010 0:00,2, , ,0.048,112.8,4.1402E+12,390,39009,0,0.031021512,11.7770575,0.031021511,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.031021511,5.26456E-06
91,1,90,135,4489,113133297,4/4/2008 0:00,2, , ,0.034,0,4.1401E+12,390,39004,0,0.008397235,8.460830941,0.008397234,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.008397234,3.79383E-06
92,1,91,136,4539,{B9F34B03-2888-412A-AED0-08A865345F80},4/6/2010 0:00,2, , ,0.044,0,4.1402E+12,390,39004,0,0.020390674,10.9733102,0.020390674,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.020390674,4.90403E-06
93,1,92,137,4540,87959552,6/25/2013 0:00,2, , ,0.17347799,0,4.1402E+12,436,43619,0,0.017625196,42.8528728,0.017625197,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.017625197,1.9167E-05
94,1,93,139,4543,87959216,4/6/2010 0:00,2, , ,0.046,0,4.1402E+12,390,39004,0,0.011555231,11.4438253,0.011555227,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.011555227,5.12183E-06
95,1,94,140,4544,113132597,4/4/2008 0:00,2,954358,Juniper Pond,0.057,75,4.1401E+12,390,39009,0,0.010260549,13.9656783,0.010260547,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.010260547,6.27798E-06
96,1,95,142,4595,164481977,4/4/2008 0:00,2, , ,0.066,0,4.1401E+12,390,39004,0,0.017866049,16.3095533,0.01786605,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.01786605,7.3181E-06
97,1,96,144,4623,{AC9D38B1-7824-4828-A476-6578E199FFC9},4/6/2010 0:00,2, , ,0.029,0,4.1402E+12,390,39004,0,0.007524448,7.046178476,0.007524448,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.007524448,3.1407E-06
98,1,97,147,4684,113132475,4/4/2008 0:00,2, , ,0.035,78,4.1401E+12,390,39009,0,0.009062068,8.573440426,0.009062068,2-Mar,1817402443,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,1792444952,0.009062068,3.85967E-06
99,1,98,148,4705,{F77C06E2-586F-41C2-8143-37277A1C8716},4/6/2010 0:00,2, , ,0.115,0,4.1402E+12,390,39004,0,0.022630588,28.5030737,0.022630589,1-Jul,769858245,Lower Seneca-Oswego Rivers,7,Seneca-Oneida-Oswego River Basin,769130118.1,0.022630589,1.27775E-05
100,1,99,149,4716,87965946,4/6/2010 0:00,2, , ,0.03,312.4,4.1402E+12,390,39009,0,0.010279498,7.376047622,0.010279498,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.010279498,3.25922E-06
101,1,100,150,4753,167139346,5/13/2009 0:00,2, , ,0.19,0,4.1402E+12,390,39004,0,0.026398286,46.8427736,0.026398285,1-Jul,769858245,Lower Seneca-Oswego Rivers,7,Seneca-Oneida-Oswego River Basin,769130118.1,0.026398285,2.10247E-05
102,1,101,152,4785,123931258,5/13/2009 0:00,2, , ,0.027,0,4.1402E+12,390,39004,0,0.01853274,6.631280722,0.018532737,1-Jul,769858245,Lower Seneca-Oswego Rivers,7,Seneca-Oneida-Oswego River Basin,769130118.1,0.018532737,2.98309E-06
103,1,102,153,4798,{3E028149-6E52-4739-ACEC-8E40F988DE8B},2/3/2010 0:00,2, , ,0.114,0,2.0501E+12,390,39004,0,0.022192402,28.1358291,0.022192403,3-Jun,3056165323,Lower Susquehanna River,6,Susquehanna River Basin,2626426627,0.022192403,1.23853E-05
104,1,103,154,4836,87963984,4/6/2010 0:00,2, , ,0.026,327.7,4.1402E+12,390,39009,0,0.008473821,6.490994058,0.008473822,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.008473822,2.8772E-06
105,1,104,155,4870,{72BA5AEB-6EED-4CC7-96D2-C260C0929661},4/6/2010 0:00,2, , ,0.032,0,4.1402E+12,390,39004,0,0.014966088,7.814488919,0.014966088,5-Jul,4664988120,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,4664988120,0.014966088,3.46801E-06
106,1,105,156,4877,123931244,5/13/2009 0:00,2, , ,0.037,0,4.1402E+12,390,39004,0,0.008825178,9.160031743,0.008825178,1-Jul,769858245,Lower Seneca-Oswego Rivers,7,Seneca-Oneida-Oswego River Basin,769130118.1,0.008825178,4.12202E-06
